"Total Asset","Cash","Total Debt in Current Liabilities","Total Long-Term Debt","Earnings Before Interest","Gross Profit (Loss)","Total Liabilities","Retained Earnings","Total debt/total asset","Total asset/Total libiilities","EBTI/total asset","Gross Profit/Revenue","EBTI/REV","Sales/Turnover (Net)","Total Stockholders Equity","Total Interest and Related Expense","Market Value - Total - Fiscal","Total Inventories","Total Revenue","Operating Activities - Net Cash Flow","Financing Activities - Net Cash Flow","Net Cash Flow","Rating level","Debt-to-Equity Ratio","Total Current Asset","Working Capital Ratio","Debt Service Coverage Ratio","Gross Profit Margin"
4669,1219.5,0,2547.3,1540,2404,4626.1,5809.1,0.545577211,1.00927347,0.329835082,0.720990913,0.461866059,3334.3,42.9,107.4,19580.019,0,3334.3,1018.6,-1064.5,-45.9,"Moderate Risk",-59.37762237762239,1219.5,0.47874219762101045,0.6045616927727397,72.09909126353358
1601.289,279.042,128.045,374.642,158.101,290.038,885.825,128.672,0.233962764,1.807680975,0.098733583,0.218778216,0.119256976,1325.717,715.464,24.381,627.5879,145.187,1325.717,129.81,-77.141,52.669,"Moderate Risk",-0.165699462167209,424.22900000000004,1.720333175180558,0.31451181351417484,21.877821586356667
21981,2367,233,7528,4800,9265,14067,7898,0.342477594,1.562593303,0.218370411,0.584358247,0.302743614,15855,7914,275,56120.4347,3597,15855,3054,-2259,795,"Moderate Risk",-0.8923426838514026,5964,0.8175462645647704,0.6184770003865481,58.43582466099022
2026.746,9.338,0,806.052,478.655,495.657,1255.884,337.468,0.397707458,1.613800319,0.236169209,0.832999175,0.804425682,595.027,770.862,46.516,345.0286,0,595.027,274.258,206.433,480.691,"High Risk",-1.0456501941981835,9.337999999999965,0.011584860530089827,0.593826452883933,83.29991748273606
66815,1631,2835,13865,5476,13462,38962,7211,0.207513283,1.714876033,0.081957644,0.393119963,0.159911225,34244,27853,778,60431.7593,3480,34244,3562,-2688,874,"Moderate Risk",-0.2942232434567192,5111,0.46337262012692654,0.3279041916167665,39.31199626211891
17930.452,4921.305,0.33,26.403,4684.639,10086.608,11645.115,10886.183,0.001472523,1.539740226,0.261267201,0.316445801,0.146970551,31874.678,6285.337,17.621,50946.1289,0,31874.678,3486.085,-3165.416,320.669,"Low Risk",-0.004095723109198441,4921.305,188.75100678863194,175.23805783114506,31.64458006446371
15435,635,167,2142,829,829,13369,464,0.13877551,1.154536615,0.053709103,0.218043135,0.218043135,3802,2007,135,8007.5918,0,3802,477,-323,154,"Moderate Risk",-0.9008470353761834,635,0.32151898734177214,0.35902988306626243,21.80431351920042
7063,323,504,1663,1127,1971,5174,3239,0.235452357,1.365094704,0.159563925,0.395862623,0.226350673,4979,1889,56,10519,1709,4979,644,827,1471,"Low Risk",-0.3467443091582848,2032,1.7532355478861088,0.520073834794647,39.586262301667006
465.4,21.815,14,238,49.695,49.695,285.565,94.336,0.511388053,1.629751545,0.106779115,0.214475303,0.214475303,231.705,179.835,11.902,313.3746,3.517,231.705,46.78,13.594,60.374,"Low Risk",-1.16773709233464,25.331999999999994,0.11308928571428568,0.19720238095238096,21.447530264776333
21432,362,2345,2855,1671,3342,12705,3122,0.133212019,1.686894923,0.077967525,0.058466437,0.029233218,57161,8690,353,13245.8597,5554,57161,1399,-1058,341,"Moderate Risk",0.21116225546605294,5916,11.6,0.32134615384615384,5.846643690628225
9634.7,1083.3,0,1425.5,1809.7,3728.5,3112.1,8371.1,0.147954788,3.095883808,0.187831484,0.797830227,0.38724242,4673.3,6522.6,63.1,19247.374,1169,4673.3,1052.8,-562.4,490.4,"Low Risk",-0.21854781835464385,2252.3,1.5800070150824272,1.2695194668537355,79.78302270344297
2192,2.9,873.2,678.7,295.6,967.2,1747.1,273.6,0.309625912,1.254650564,0.134854015,0.164834603,0.05037749,5867.7,444.9,54.1,2165.5421,886,5867.7,84.2,144.1,228.3,"Moderate Risk",2.399865138233311,888.9000000000001,-4.5701799485861185,0.1904761904761905,16.48346029960632
1515.187,301.212,24,2334,360.388,856.427,2899.442,1863.789,1.540403924,0.522578827,0.23785051,0.578699737,0.243519227,1479.916,-1389.808,121.401,1408.6764,32.382,1479.916,231.619,-29.421,202.198,"High Risk",1.644831516295776,333.59400000000005,0.14441298701298705,0.15283630195080575,57.86997370121008
7962.358,104.671,0.582,1636.311,1225.483,4745.152,5959.446,1553.004,0.205505831,1.336090301,0.153909558,0.482041752,0.124492107,9843.861,2002.912,73.408,11639.2267,3936.955,9843.861,708.991,575.911,1284.902,"Moderate Risk",-0.8163848436676198,4041.6259999999997,2.470840829990787,0.7486640849462977,48.20417517069775
2168.1,552.5,0,353.6,336.5,1022.6,1004.6,821.7,0.163092108,2.158172407,0.155205018,0.427240443,0.140589095,2393.5,1163.5,32.6,5309.8684,212,2393.5,233.1,-6.3,226.8,"Moderate Risk",-0.3039106145251397,764.5,2.162047511312217,0.9516402714932126,42.72404428660957
6678.956,378.461,93.116,3631.945,514.722,1565.397,4769.211,-1871.662,0.543789329,1.400432063,0.077066236,0.604702971,0.198833857,2588.704,1909.745,207.693,3186.414,365.165,2588.704,231.523,-118.155,113.368,"High Risk",-1.8042791053255802,743.6260000000002,0.21013335202124775,0.1381781399016016,60.47029710619676
7839,341,265,1968,774,1691,5310,939,0.25105243,1.476271186,0.098737084,0.290699673,0.133058277,5817,2529,148,4914.5541,46,5817,912,-417,495,"High Risk",-0.5686041913799921,387,0.22724603640634175,0.3466188983430363,29.069967337115347
7056.651,1113.608,1.2,928.4,3184.446,4533.694,5198.943,814.838,0.131563825,1.357324171,0.451268739,0.823610776,0.578500455,5504.656,1857.708,50.219,20638.7098,0,5504.656,16.483,541.712,558.195,"Moderate Risk",-0.4984636982776625,1113.6080000000002,1.2010440034512513,3.4256088640275384,82.36107760412277
2539.5,147.1,26.6,2333.6,520.9,595.3,3436.8,46.9,0.918921047,0.738914106,0.205119118,0.199090331,0.17420822,2990.1,-897.3,126.5,3335.8766,17.8,2990.1,349.1,-332.4,16.7,"High Risk",2.541401983728965,164.9000000000001,0.07147811009969661,0.22070163545462249,19.909033142704256
6123.377,574.188,64.413,939.565,415.368,496.276,3850.897,320.579,0.153439026,1.590117056,0.067833158,0.05938601,0.049704294,8356.783,2272.48,40.842,3264.165,0,8356.783,360.625,-233.757,126.868,"Moderate Risk",-0.3567639759205802,574.1880000000001,0.6561008830466023,0.4137222130365406,5.938601014289829
1465.958,37.587,7.027,909.152,127.508,460.417,2066.242,-1116.631,0.620176021,0.709480303,0.0869793,0.510782165,0.141456141,901.396,-600.284,80.471,379.5633,0,901.396,121.063,-7.813,113.25,"High Risk",1.4911242012114265,37.58699999999999,0.04166495773867256,0.1391736767596725,51.07821645536479
893.234,42.389,5.859,326.498,74.714,141.065,637.271,-22.209,0.36552348,1.401654869,0.083644375,0.174838349,0.092601796,806.831,255.963,19.967,515.0552,117.292,806.831,48.802,35.128,83.93,"High Risk",-1.229787117669351,159.68100000000004,0.4980086639491766,0.2248004404901958,17.48383490470743
1604,194.2,57.8,557.9,148.6,469.6,965.6,161.2,0.347817955,1.661143331,0.092643392,0.385139014,0.121873206,1219.3,637.4,45.1,1504.5455,159.7,1219.3,32.2,177,209.2,"Moderate Risk",-0.6939127706306871,353.9000000000001,0.7076584683063389,0.24135130745492936,38.513901418846885
1462.225,131.912,15.94,1224.804,236.372,409.563,1405.688,-345.804,0.837630324,1.040220163,0.161652276,0.648749982,0.374414512,631.311,56.537,61.959,1614.3979,0,631.311,166.527,155.39,321.917,"High Risk",-21.099881493535207,131.91200000000003,0.10912062895412555,0.19050827567975342,64.87499821799398
9062.861,2182.164,0,7345.262,1580.397,2117.35,8851.77,166.992,0.810479384,1.023847321,0.174381688,0.389672819,0.290853073,5433.661,211.091,348.562,15090.0656,72.223,5433.661,1098.317,-235.625,862.692,"Moderate Risk",-34.79666115561535,2254.3870000000006,0.3069171664673092,0.2151586968579201,38.96728191177182
12087,427,0,2313,996,996,6293,2610,0.191362621,1.920705546,0.082402581,0.284571429,0.284571429,3500,5794,117,8095.4082,0,3500,687,-485,202,"Moderate Risk",-0.39920607525025886,427,0.18460873324686555,0.43060959792477305,28.45714285714286
2922.451,185.123,0,1073.472,244.599,298.844,1551.686,634.115,0.367319076,1.883403601,0.083696527,0.470773937,0.385320884,634.793,1370.765,63.933,887.8583,0,634.793,165.48,-19.664,145.816,"Moderate Risk",-0.7831189153501876,185.12300000000005,0.1724525651344423,0.22785782954748704,47.07739373307519
8725.293,405.862,0,1500,1626.391,1707.551,4224.661,2502.676,0.171913998,2.065323821,0.186399586,0.636905392,0.606633241,2681.012,4500.632,72.865,9284.858,89.78,2681.012,1619.365,522.433,2141.798,"Moderate Risk",-0.3332865250924759,495.6419999999998,0.3304279999999999,1.0842606666666668,63.690539244136154
9492,2634,0,3920,2689,4627,6660,-2679,0.412979351,1.425225225,0.283291193,0.337146604,0.19593413,13724,2832,202,18553.946,985,13724,2558,-1311,1247,"Moderate Risk",-1.384180790960452,3619,0.9232142857142858,0.6859693877551021,33.71466044884873
1407.732,68.055,3.239,692.326,182.043,245.553,929.847,-479.385,0.491802417,1.51393939,0.129316518,0.678422531,0.502954853,361.947,477.885,28.637,1332.26,5.649,361.947,145.629,419.781,565.41,"Moderate Risk",-1.4351737342666122,73.70399999999995,0.10695891810468047,0.2617196092385327,67.84225314756027
750.602,11.497,37.394,282.496,95.974,130.261,644.319,-1189.311,0.376359242,1.164954006,0.127862702,0.537218577,0.395813142,242.473,106.283,35.293,171.0878,0,242.473,82.082,-54.628,27.454,"High Risk",-1.9542918434744971,11.496999999999957,0.046907001982847786,0.300021882522117,53.721857691371824
9286.8,1160.1,54.7,2218.1,398.4,612.1,5211.5,3563.6,0.238844381,1.781982155,0.042899599,0.179275401,0.116685704,3414.3,4075.3,169.1,3546.588,13.7,3414.3,1542.5,-990.6,551.9,"Moderate Risk",-0.5174342993153879,1173.8000000000002,0.542571877600074,0.17529039070749738,17.927540052133672
2716.015,54.609,33.799,1690.818,179.562,200.322,2153.79,-465.011,0.622536326,1.261039841,0.066112301,0.828345063,0.742501054,241.834,562.225,91.563,1143.6339,0,241.834,87.665,201.036,288.701,"Moderate Risk",-2.88713593312286,54.608999999999924,0.032956170086160703,0.10411703004203253,82.83450631424861
1749.56,102.776,103.152,493.718,307.847,307.847,1065.38,-5784.217,0.282195523,1.642193396,0.175956812,0.350811598,0.350811598,877.528,684.18,64.852,547.7897,0,877.528,156.507,-152.548,3.959,"High Risk",-0.4200853576544185,102.77600000000007,0.2631463056180007,0.5157689279072495,35.08115980344787
14019.504,78.1,0,5628.782,1465.164,1676.178,8316.46,2309.712,0.401496515,1.685753794,0.104508975,0.548647169,0.479577992,3055.111,5703.044,174.726,5507.337,0,3055.111,1815.302,423.855,2239.157,"Moderate Risk",-0.9869785328677106,78.10000000000036,0.01387511543349882,0.26029858679906237,54.86471686298796
5573.492,114.605,63.515,1801.047,790.111,2656.631,2852.835,1662.936,0.323145166,1.953667843,0.141762292,0.394155159,0.117226038,6740.064,2720.657,64.542,8533.0984,1433.847,6740.064,370.897,519.003,889.9,"Moderate Risk",-0.6152988046637263,1548.4520000000002,0.8911789826029105,0.4237515298499057,39.41551593575372
1225.065,0,0,196.014,5.202,24.238,434.695,-575.274,0.160002939,2.818217371,0.004246305,0.064990468,0.013948363,372.947,790.37,20.471,730.6997,0,372.947,169.207,-131.638,37.569,"High Risk",-0.24800283411566737,0,0,0.026538920689338514,6.4990467814461566
2662.6,62.5,66.4,1535.9,366.4,1226.6,2447.3,981.1,0.576842184,1.087974503,0.137609855,0.410261556,0.122550003,2989.8,202.7,88.6,3344.019,217.2,2989.8,225.2,-238.1,-12.9,"Moderate Risk",-6.922052294030587,279.6999999999998,0.19033684926845854,0.22867128502777254,41.02615559569202
1637.2,266.8,3.9,622.5,305.7,417.1,983.6,574,0.380222331,1.664497763,0.186721231,0.325224172,0.238362573,1282.5,653.6,20.1,2918.2695,199,1282.5,242.9,64.6,307.5,"Moderate Risk",-0.940483476132191,465.79999999999995,0.752990623989654,0.48802681992337166,32.5224171539961
1642.5,167.7,3.9,344.7,196.5,398.9,861.4,-618.7,0.209863014,1.906779661,0.119634703,0.241479508,0.118953932,1651.9,781.1,19.9,1508.6665,423.6,1651.9,87.7,89.6,177.3,"High Risk",-0.4313148124439893,591.3,1.7350352112676055,0.5636833046471601,24.147950844482107
111358,4918,0,6854,132,132,94561,5625,0.061549238,1.17763137,0.001185366,0.013797429,0.013797429,9567,16797,479,4221.95,0,9567,2438,205,2643,"Moderate Risk",-0.4080490563791153,4918,0.7175372045520864,0.01925882696235775,1.3797428661022264
594.044,9.517,4.65,464.785,112.619,250.063,668.154,-503.006,0.782408374,0.889082457,0.189580233,0.460578857,0.207427449,542.932,-74.11,36.768,245.5526,83.55,542.932,6.892,20.693,27.585,"High Risk",6.146066657671031,93.06700000000001,0.20226020624381974,0.2399032879951431,46.05788570207687
2709.107,23.666,0,1360.057,569.205,656.204,2199.799,118.894,0.502031481,1.231524789,0.21010798,0.69168174,0.59997913,948.708,509.308,86.922,557.0987,0,948.708,511.423,126.395,637.818,"High Risk",-2.6704018000895333,23.666000000000167,0.01740074129246066,0.41851554751014114,69.16817397977037
442.013,70.091,0,250,54.03,126.51,383.177,-166.78,0.565594225,1.153547838,0.122236224,0.150653236,0.064341114,839.743,58.836,20.716,194.1323,83.776,839.743,9.519,0.514,10.033,"High Risk",-4.249099190971514,153.86700000000002,0.6154680000000001,0.21612,15.065323557326469
5213.99,880.601,0.12,765.671,1315.064,1508.423,2012.102,2476.095,0.146849342,2.591314953,0.252218359,0.341631581,0.297839129,4415.35,3201.888,44.411,8118.3723,525.776,4415.35,1032.376,164.64,1197.016,"Moderate Risk",-0.23905614437481887,1406.377,1.8370781306536075,1.7172622817452803,34.1631580735389
6625.188,48.014,29.876,2367.195,191.223,615.802,3655.02,822.971,0.357302314,1.812627017,0.02886303,0.455839659,0.141550412,1350.918,2970.168,73.196,5053.7881,28.08,1350.918,251.615,632.422,884.037,"Moderate Risk",-0.7768728906917048,76.09400000000005,0.03255610380953565,0.07977360703959123,45.58396586617397
22361.691,3506.319,99.734,9892.913,5178.269,6838.429,13341.109,3021.947,0.442404512,1.676149337,0.231568757,0.468904265,0.355068748,14583.849,9020.582,283.489,46426.6853,41.674,14583.849,4832.844,-3721.786,1111.058,"Moderate Risk",-1.0745919720035801,3547.9929999999986,0.36229226485087207,0.5182079382970298,46.890426525946616
2220.265,6.679,9.849,1356.753,252.441,393.077,1893.352,-35.556,0.611077056,1.172663615,0.11369859,0.618300306,0.39708339,635.738,326.913,82.537,1401.658,0,635.738,187.785,60.204,247.989,"High Risk",-4.089941360545466,6.679000000000087,0.004958779541823387,0.184721667317917,61.83003061009409
18283,2374.6,54.5,3778,2235.4,2719.6,7562.4,10695.2,0.206640048,2.417618745,0.122266586,0.30031582,0.246847324,9055.8,10720.6,162.9,16778.201,1718.3,9055.8,2293.7,-2340,-46.3,"Moderate Risk",-0.3422383075574128,4092.8999999999996,1.0992077346582516,0.5832746249184606,30.031581969566467
730.6,72.6,1.4,232.9,123,206.2,441.9,19.8,0.318779086,1.65331523,0.168354777,0.228425834,0.136257893,902.7,288.7,11.5,1009.402,111.3,902.7,94.5,10.2,104.7,"Moderate Risk",-0.7970211291998615,183.89999999999998,0.7943844492440604,0.5249679897567221,22.842583361028023
2916.6,109.9,26.4,1728.9,183.8,221.7,2100.1,-932.2,0.592779264,1.38879101,0.063018583,0.389494027,0.322909346,569.2,816.5,178.6,328.788,19.3,569.2,65,-182.4,-117.4,"High Risk",-2.0527862829148806,129.19999999999982,0.07588839941262839,0.10471144533697943,38.949402670414614
4118.347,284.763,442.814,913.806,356.822,356.822,3024.036,1031.149,0.221886597,1.361871023,0.086642044,0.436401039,0.436401039,817.647,1077.721,36.042,3847.6912,0,817.647,296.413,526.707,823.12,"Moderate Risk",-0.026145913459977115,284.7629999999999,0.6046026259469374,0.2630228066813109,43.64010385900027
11002,860,267,4939,1247,2355,9051,-1546,0.448918378,1.215556292,0.113343029,0.203403006,0.107704267,11578,1951,221,5545.0393,2025,11578,760,1197,1957,"Moderate Risk",-2.25781650435674,2885,0.6175085616438356,0.23953131002689204,20.34030057004664
2244.484,165.904,25.77,803.222,275.537,329.452,1214.996,115.821,0.357864881,1.847318016,0.122761846,0.697561461,0.583405146,472.291,1029.488,69.623,548.0754,0,472.291,261.717,-121.103,140.614,"High Risk",-0.7301512985095504,165.904,0.21339452467805087,0.33237594572685863,69.7561461048379
2702.243,250.187,32.131,851.04,220.016,834.511,1631.571,-643.038,0.314938368,1.656221519,0.081419769,0.446531441,0.117726503,1868.874,1069.898,37.272,4222.0796,124.275,1868.874,199.067,-128.071,70.996,"Moderate Risk",-0.7353766433809579,374.462,0.45726936692599546,0.24912049874826053,44.6531440856901
5348.43,153.156,36.257,1806.098,514.005,1342.163,3188.884,1308.344,0.337687508,1.677210585,0.096103903,0.601652595,0.230413476,2230.794,2159.546,55.383,8372.8351,0,2230.794,628.099,-397.861,230.238,"Moderate Risk",-0.8027539121648717,153.15599999999995,0.08653658718495048,0.27899346217205695,60.16525954435955
583.065,17.773,30.074,353.83,60.141,360.597,542.865,-340.873,0.606844863,1.07405156,0.103146304,0.224797643,0.037492145,1604.096,40.2,30.349,674.8126,138.156,1604.096,27.493,30.424,57.917,"High Risk",-7.3055223880597,155.92899999999997,0.4816250509643064,0.15665635158789698,22.479764303383337
1293.9,51.1,43.9,806.6,113.6,222.5,1210,-42.3,0.62338666,1.069338843,0.087796584,0.143086817,0.073054662,1555,83.9,37.2,532.4601,241.2,1555,35.5,516.1,551.6,"Moderate Risk",-8.567342073897498,292.29999999999995,0.3832437393470564,0.13356848912404468,14.308681672025724
928.853,29.319,97.149,245.242,86.932,145.078,606.783,-29.599,0.264026708,1.530782833,0.093590697,0.106930927,0.064073942,1356.745,322.07,29.553,635.1275,341.757,1356.745,-27.115,67.886,40.771,"High Risk",-0.15817679386468778,371.076,2.5056957452411663,0.2538968606067333,10.69309265926906
1739.108,326.577,11.674,780.897,388.001,716.473,1120.202,842.96,0.449021567,1.552494996,0.223103453,0.743547035,0.402662756,963.588,618.906,24.864,1531.3352,0,963.588,319.662,-33.599,286.063,"Moderate Risk",-1.2240130165162402,326.577,0.42455438799931877,0.48954730869537233,74.35470346247565
1618.953,0,0,701.14,345.157,380.28,1046.818,-578.182,0.433082369,1.546546773,0.213197665,0.692630916,0.628658906,549.037,572.135,38.996,995.5051,0,549.037,344.007,96.729,440.736,"High Risk",-1.2254800003495678,0,0,0.4922797158912628,69.2630915584924
2132.767,267.27,36.789,749.085,307.485,605.572,1580.072,55.99,0.351226833,1.349791022,0.144171867,0.186675224,0.094786138,3243.987,548.714,45.604,986.2173,166.531,3243.987,171.049,49.411,220.46,"Moderate Risk",-1.2310730180020921,433.80099999999993,0.6090178802071048,0.3912650119484803,18.667522403758092
3903.004,51.981,14.373,1445.488,366.876,681.653,2143.747,581.488,0.370352682,1.820645813,0.093998366,0.231374542,0.124529293,2946.102,1759.257,42.036,3648.9664,594.098,2946.102,211.957,885.189,1097.146,"Moderate Risk",-0.8053070131311115,646.0789999999997,0.4514514906209492,0.2513088574871169,23.13745416825351
988.985,62.508,37.575,428.601,169.912,891.136,745.368,344.953,0.433374621,1.326841238,0.171804426,0.701551523,0.133764119,1270.236,232.457,7.674,1308.0313,12.138,1270.236,148.58,169.608,318.188,"Moderate Risk",-1.5205005656960213,74.64599999999996,0.19089779196268267,0.36448036792970895,70.15515227091657
5404.8,567.6,0,646.4,174.9,862.7,4626.1,-2278.7,0.119597395,1.168327533,0.032360124,0.349441024,0.070844135,2468.8,778.7,48.9,2512.6862,8.9,2468.8,368.5,-163.5,205,"Moderate Risk",-0.8301014511365095,576.5,0.8918626237623762,0.27057549504950495,34.944102397926116
10648,661,484,4732,1245,2255,11781,-2113,0.444402705,0.903828198,0.116923366,0.16990657,0.09380651,13272,-1133,322,2578.8406,163,13272,941,502,1443,"High Risk",3.322153574580759,824,0.19397363465160075,0.23868865030674846,16.990657022302592
16014,367,1107,6046,3911,5603,9663,3441,0.377544648,1.657249301,0.244223804,0.894333599,0.624261772,6265,5604,328,22716.694,0,6265,1318,-734,584,"Moderate Risk",-0.6837972876516774,367,0.07430653978538165,0.5467635956941144,89.43335993615324
5065,1279,18,2375,314,476,3277,133,0.468904245,1.545620995,0.061994077,0.274035694,0.180771445,1737,1788,136,2749.1372,770,1737,141,-132,9,"Moderate Risk",-1.308165548098434,2049,0.869325413661434,0.13121604680317592,27.40356937248129
